INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET
I182034284,3115,Investigate Person,INVESTIGATE PERSON,South End,627,N,2018-05-06 09:00:00,2018,5,Sunday,9,Part Three,BOYLSTON ST
I162028578,3620,Other,REPORT AFFECTING OTHER DEPTS.,Roxbury,313,N,2016-04-11 18:00:00,2016,4,Monday,18,Part Three,TOWNSEND ST
I162097579,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,Jamaica Plain,649,N,2016-11-29 20:00:00,2016,11,Tuesday,20,Part One,SOUTH ST
I152096859,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,444,N,2015-11-22 06:28:00,2015,11,Sunday,6,Part Three,BLUE HILL AVE
I162070713,3301,Verbal Disputes,VERBAL DISPUTE,Dorchester,337,N,2016-08-30 23:21:00,2016,8,Tuesday,23,Part Three,GENEVA AVE
I152094639,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Dorchester,460,Y,2015-11-14 15:09:00,2015,11,Saturday,15,Part One,WASHINGTON ST
I152100461,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,329,Y,2015-12-05 12:54:00,2015,12,Saturday,12,Part One,COLUMBIA RD
I152092349,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,428,N,2015-11-06 19:40:00,2015,11,Friday,19,Part Three,MORTON ST
I172043383,1402,Vandalism,VANDALISM,West Roxbury,697,N,2017-05-31 20:00:00,2017,5,Wednesday,20,Part Two,BELGRADE AVE
I172007204,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,South End,153,N,2017-01-27 08:23:00,2017,1,Friday,8,Part Two,BOYLSTON ST
I172100485,1402,Vandalism,VANDALISM,Roxbury,328,N,2017-12-03 20:20:00,2017,12,Sunday,20,Part Two,COLEUS PARK
I182007950,3007,Medical Assistance,SUDDEN DEATH,Jamaica Plain,572,N,2018-01-30 15:15:00,2018,1,Tuesday,15,Part Three,COLUMBUS AVE
I172058490,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Dorchester,355,Y,2017-07-19 11:35:00,2017,7,Wednesday,11,Part One,ADAMS ST
I162064043,3125,Warrant Arrests,WARRANT ARREST,West Roxbury,718,N,2016-08-09 19:15:00,2016,8,Tuesday,19,Part Three,JOHNSON ST
I162080003,3410,Towed,TOWED MOTOR VEHICLE,Jamaica Plain,644,N,2016-09-30 09:50:00,2016,9,Friday,9,Part Three,CENTRE ST
I162003062,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,Roxbury,286,N,2016-01-12 02:32:00,2016,1,Tuesday,2,Part Two,RUGGLES ST
I172058851,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,West Roxbury,680,N,2017-07-20 13:12:00,2017,7,Thursday,13,Part Three,COHASSET ST
I162064243,3301,Verbal Disputes,VERBAL DISPUTE,Roxbury,237,N,2016-08-10 14:09:00,2016,8,Wednesday,14,Part Three,EASTMAN ST
I152106136,3114,Investigate Property,INVESTIGATE PROPERTY,Roxbury,302,N,2015-12-24 17:25:00,2015,12,Thursday,17,Part Three,COLUMBUS AVE
I182006810,3125,Warrant Arrests,WARRANT ARREST,Dorchester,395,N,2018-01-26 12:47:00,2018,1,Friday,12,Part Three,DORCHESTER AVE
I162057521,2647,Other,THREATS TO DO BODILY HARM,Mattapan,436,N,2016-07-19 13:04:00,2016,7,Tuesday,13,Part Two,TORREY ST
I172001977,3410,Towed,TOWED MOTOR VEHICLE,Brighton,816,N,2017-01-08 09:19:00,2017,1,Sunday,9,Part Three,ARDEN ST
I182065603,3114,Investigate Property,INVESTIGATE PROPERTY,Dorchester,395,N,2018-06-29 00:00:00,2018,6,Friday,0,Part Three,GALLIVAN BLVD
I162063537,3201,Property Lost,PROPERTY - LOST,West Roxbury,822,N,2016-08-07 19:45:00,2016,8,Sunday,19,Part Three,DE SOTO RD
I172090913,2403,Disorderly Conduct,DISTURBING THE PEACE,Mattapan,433,N,2017-10-31 01:47:00,2017,10,Tuesday,1,Part Two,CROWELL ST
I182039942,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,South Boston,230,N,2018-05-25 04:20:00,2018,5,Friday,4,Part One,E SEVENTH ST
I152101277,2647,Other,THREATS TO DO BODILY HARM,South End,627,N,2015-12-08 07:32:00,2015,12,Tuesday,7,Part Two,BROOKLINE AVE
I162084295,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,Downtown,127,N,2016-10-14 19:32:00,2016,10,Friday,19,Part Two,WASHINGTON ST
I182060119,617,Larceny,LARCENY THEFT FROM BUILDING,Jamaica Plain,644,N,2018-07-27 11:30:00,2018,7,Friday,11,Part One,ELIOT ST
I182000947,3410,Towed,TOWED MOTOR VEHICLE,Hyde Park,493,N,2018-01-04 08:11:00,2018,1,Thursday,8,Part Three,RIVER ST
I152089534,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Brighton,791,N,2015-10-28 21:26:00,2015,10,Wednesday,21,Part Two,COMMONWEALTH AVE
I162073779,3410,Towed,TOWED MOTOR VEHICLE,Mattapan,475,N,2016-09-10 09:58:00,2016,9,Saturday,9,Part Three,CUMMINS HWY
I152066393,3201,Property Lost,PROPERTY - LOST,Dorchester,402,N,2015-08-11 12:45:00,2015,8,Tuesday,12,Part Three,STOCKTON ST
I162027447,3301,Verbal Disputes,VERBAL DISPUTE,Mattapan,437,N,2016-04-09 10:18:00,2016,4,Saturday,10,Part Three,NORFOLK ST
I182058399,3201,Property Lost,PROPERTY - LOST,Downtown,64,N,2018-07-24 15:50:00,2018,7,Tuesday,15,Part Three,FRUIT ST
I172052238,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Downtown, ,N,2017-06-29 03:45:00,2017,6,Thursday,3,Part Three,Not Specified
I162025930,2403,Disorderly Conduct,DISTURBING THE PEACE,South Boston,913,N,2016-04-03 01:40:00,2016,4,Sunday,1,Part Two,ISLAND VIEW PL
I162040495,3125,Warrant Arrests,WARRANT ARREST,Downtown,77,N,2016-05-24 10:20:00,2016,5,Tuesday,10,Part Three,NEW SUDBURY ST
I172024785,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,184,Y,2017-03-30 19:20:00,2017,3,Thursday,19,Part One,WASHINGTON ST
I182013443,2623,Other,OBSCENE MATERIALS - PORNOGRAPHY,Downtown,68,N,2018-02-19 17:00:00,2018,2,Monday,17,Part Two,BOWDOIN ST
I182060173,1402,Vandalism,VANDALISM,Roxbury,317,N,2018-07-26 15:25:00,2018,7,Thursday,15,Part Two,HUMBOLDT AVE
I162011931,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Brighton,791,N,2016-02-13 22:30:00,2016,2,Saturday,22,Part Three,CAROL AVE
I162082116,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Jamaica Plain,567,N,2016-10-07 11:40:00,2016,10,Friday,11,Part Three,FOREST HILLS ST
I172085819,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,South End,629,N,2017-10-05 13:31:00,2017,10,Thursday,13,Part Two,KESWICK ST
I162036282,3301,Verbal Disputes,VERBAL DISPUTE,Mattapan,429,N,2016-05-10 08:20:00,2016,5,Tuesday,8,Part Three,WILDWOOD ST
I162015590,423,Aggravated Assault,ASSAULT - AGGRAVATED,West Roxbury,561,N,2016-02-27 16:26:00,2016,2,Saturday,16,Part One,SHERWOOD ST
I162056716,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South End,624,N,2016-07-16 18:58:00,2016,7,Saturday,18,Part Three,YAWKEY WAY
I152092315,3115,Investigate Person,INVESTIGATE PERSON,Roxbury,320,N,2015-11-06 16:30:00,2015,11,Friday,16,Part Three,ELM HILL AVE
I152070505,802,Simple Assault,ASSAULT SIMPLE - BATTERY,South End,953,N,2015-08-25 16:29:00,2015,8,Tuesday,16,Part Two,W SPRINGFIELD ST
I162088290,724,Auto Theft,AUTO THEFT,Mattapan,406,N,2016-10-27 21:00:00,2016,10,Thursday,21,Part One,RIVER ST
I182025476,3502,Missing Person Located,MISSING PERSON - LOCATED,South End,624,N,2018-04-05 18:51:00,2018,4,Thursday,18,Part Three,YAWKEY WAY
I182057872,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,Mattapan,435,N,2018-07-23 00:10:00,2018,7,Monday,0,Part Three,DARLINGTON ST
I172023101,3501,Missing Person Reported,MISSING PERSON,South End,273,N,2017-03-24 20:15:00,2017,3,Friday,20,Part Three,NORTHAMPTON ST
I182024719,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,Downtown,64,N,2018-04-03 11:10:00,2018,4,Tuesday,11,Part Three,FRUIT ST
I172004458,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Roxbury,320,N,2017-01-17 17:51:00,2017,1,Tuesday,17,Part Two,WARREN ST
I172037516,3114,Investigate Property,INVESTIGATE PROPERTY,Dorchester,333,N,2017-05-13 01:51:00,2017,5,Saturday,1,Part Three,COLUMBIA RD
I152054722,423,Aggravated Assault,ASSAULT - AGGRAVATED,Jamaica Plain,581,N,2015-07-02 17:53:00,2015,7,Thursday,17,Part One,CENTRE ST
I172074965,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South Boston,189,N,2017-09-09 21:34:00,2017,9,Saturday,21,Part Three,DORCHESTER AVE
I162050082,3207,Property Found,PROPERTY - FOUND,Hyde Park,495,N,2016-06-23 21:00:00,2016,6,Thursday,21,Part Three,HYDE PARK AVE
I172002305,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Roxbury,319,N,2017-01-09 16:17:00,2017,1,Monday,16,Part Two,SCHUYLER ST
I152082810,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Dorchester,356,N,2015-10-05 18:33:00,2015,10,Monday,18,Part Three,GENEVA AVE
I162035925,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,434,N,2016-05-08 22:42:00,2016,5,Sunday,22,Part Three,NORFOLK ST
I172027563,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Downtown, ,N,2017-04-08 17:30:00,2017,4,Saturday,17,Part One,BEACON ST
I182047389,3115,Investigate Person,INVESTIGATE PERSON,South Boston,234,N,2018-06-18 08:00:00,2018,6,Monday,8,Part Three,K ST
I162040722,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,South End,598,N,2016-05-24 20:39:00,2016,5,Tuesday,20,Part Three,BOYLSTON ST
I162055082,3201,Property Lost,PROPERTY - LOST,Dorchester,235,N,2016-07-11 12:54:00,2016,7,Monday,12,Part Three,DORCHESTER AVE
I172043045,3125,Warrant Arrests,WARRANT ARREST,Charlestown,42,N,2017-05-31 11:56:00,2017,5,Wednesday,11,Part Three,DECATUR ST
I162073275,2629,Harassment,HARASSMENT,Jamaica Plain,579,N,2016-09-08 17:48:00,2016,9,Thursday,17,Part Two,BUCKLEY AVE
I172101958,2405,Disorderly Conduct,DISORDERLY CONDUCT,Dorchester, ,N,2017-12-08 20:03:00,2017,12,Friday,20,Part Two,DORCHESTER AVE
I162006761,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South Boston,177,N,2016-01-25 23:34:00,2016,1,Monday,23,Part Three,SOUTHAMPTON ST
I172076494,3115,Investigate Person,INVESTIGATE PERSON,Mattapan,482,N,2017-09-14 18:06:00,2017,9,Thursday,18,Part Three,RIVER ST
I162008657,3114,Investigate Property,INVESTIGATE PROPERTY,Mattapan,437,N,2016-02-01 15:23:00,2016,2,Monday,15,Part Three,WHITFIELD ST
I152086939,1874,Drug Violation,DRUGS - OTHER,Dorchester,289,N,2015-10-19 00:00:00,2015,10,Monday,0,Part Two,HANCOCK ST
I172027502,3207,Property Found,PROPERTY - FOUND,Charlestown,38,N,2017-04-09 02:56:00,2017,4,Sunday,2,Part Three,EIGHTH ST
I152066700,802,Simple Assault,ASSAULT SIMPLE - BATTERY,South Boston,915,N,2015-08-12 13:33:00,2015,8,Wednesday,13,Part Two,PATTERSON WAY
I172053501,3115,Investigate Person,INVESTIGATE PERSON,Downtown,117,N,2017-07-03 09:39:00,2017,7,Monday,9,Part Three,STUART ST
I162093751,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,Hyde Park,497,N,2016-11-05 18:00:00,2016,11,Saturday,18,Part Two,BRADLEE ST
I162021687,1402,Vandalism,VANDALISM,Mattapan,429,N,2016-03-20 10:52:00,2016,3,Sunday,10,Part Two,HARWOOD ST
I182007491,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,South End,274,N,2018-01-28 23:07:12,2018,1,Sunday,23,Part Three,COLUMBUS AVE
I172027697,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Roxbury,293,N,2017-04-09 21:20:00,2017,4,Sunday,21,Part Three,THORNTON ST
I182012455,2647,Other,THREATS TO DO BODILY HARM,Brighton,784,N,2018-02-16 13:56:00,2018,2,Friday,13,Part Two,WARREN ST
I162072538,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Charlestown,53,N,2016-09-05 15:00:00,2016,9,Monday,15,Part One,ESSEX ST
I172101621,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,911,Y,2017-12-07 17:35:00,2017,12,Thursday,17,Part One,RUGGLES ST
I152050477,2610,Other,TRESPASSING,Roxbury,904,N,2015-06-18 10:43:00,2015,6,Thursday,10,Part Two,HARRISON AVE
I162087848,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",Mattapan,482,N,2016-10-26 18:53:00,2016,10,Wednesday,18,Part Two,RIVER ST
I162034074,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,South Boston,193,N,2016-04-30 23:30:00,2016,4,Saturday,23,Part One,VINTON ST
I172026026,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Jamaica Plain,307,Y,2017-04-03 23:06:00,2017,4,Monday,23,Part One,WALNUT PARK
I162076565,2629,Harassment,HARASSMENT,South End,154,N,2016-09-19 11:48:00,2016,9,Monday,11,Part Two,COLUMBUS AVE
I162023218,3201,Property Lost,PROPERTY - LOST,Downtown,113,N,2016-01-27 19:00:00,2016,1,Wednesday,19,Part Three,KINGSTON ST
I172070312,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,Roxbury,289,N,2017-08-25 11:36:00,2017,8,Friday,11,Part Two,MALCOLM X BLVD
I162072201,3114,Investigate Property,INVESTIGATE PROPERTY,Hyde Park,520,N,2016-09-04 20:21:00,2016,9,Sunday,20,Part Three,HYDE PARK AVE
I182050528,3301,Verbal Disputes,VERBAL DISPUTE,Hyde Park,479,N,2018-06-27 19:33:00,2018,6,Wednesday,19,Part Three,CUMMINS HWY
I172037536,613,Larceny,LARCENY SHOPLIFTING,Downtown,100,N,2017-05-13 00:52:00,2017,5,Saturday,0,Part One,STATE ST
I172016447,1402,Vandalism,VANDALISM,Mattapan,465,N,2017-03-01 09:29:00,2017,3,Wednesday,9,Part Two,WILCOCK ST
I162036150,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,Roxbury, ,N,2016-05-09 18:08:00,2016,5,Monday,18,Part Three,Not Specified
I172032046,3125,Warrant Arrests,WARRANT ARREST,Roxbury,329,Y,2017-04-24 20:01:00,2017,4,Monday,20,Part Three,COLUMBIA RD
I162098026,3201,Property Lost,PROPERTY - LOST,Mattapan,439,N,2016-11-17 05:00:00,2016,11,Thursday,5,Part Three,CALLENDER ST
I152057161,3125,Warrant Arrests,WARRANT ARREST,Roxbury,326,N,2015-07-11 01:00:00,2015,7,Saturday,1,Part Three,FAYSTON ST
I162095241,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,279,N,2016-11-21 10:40:00,2016,11,Monday,10,Part One,ZEIGLER ST
I172060554,3301,Verbal Disputes,VERBAL DISPUTE,Mattapan,463,N,2017-07-26 02:22:00,2017,7,Wednesday,2,Part Three,AMERICAN LEGION HWY
I162084471,3115,Investigate Person,INVESTIGATE PERSON,Jamaica Plain,570,N,2016-10-15 12:05:00,2016,10,Saturday,12,Part Three,WILLIAMS ST
I172048277,2647,Other,THREATS TO DO BODILY HARM,South End,171,N,2017-06-16 17:00:00,2017,6,Friday,17,Part Two,HARRISON AVE
I182058835,1874,Drug Violation,DRUGS - OTHER,Mattapan,435,Y,2018-07-25 22:57:00,2018,7,Wednesday,22,Part Two,NORFOLK ST
I162043695,1001,Counterfeiting,FORGERY / COUNTERFEITING,Downtown,111,N,2016-06-03 14:44:00,2016,6,Friday,14,Part Two,WASHINGTON ST
I172014718,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,Dorchester,255,N,2017-02-23 10:45:00,2017,2,Thursday,10,Part Two,DORCHESTER AVE
I152072985,2405,Disorderly Conduct,DISORDERLY CONDUCT,Downtown,102,N,2015-09-02 16:34:00,2015,9,Wednesday,16,Part Two,BEACON ST
I162069686,1402,Vandalism,VANDALISM,Hyde Park,493,N,2016-08-26 23:30:00,2016,8,Friday,23,Part Two,LEWISTON ST
I182065144,613,Larceny,LARCENY SHOPLIFTING,South End,146,N,2018-08-15 17:05:00,2018,8,Wednesday,17,Part One,HUNTINGTON AVE
I152094318,3625,Other,DANGEROUS OR HAZARDOUS CONDITION,Brighton,811,N,2015-11-13 13:58:00,2015,11,Friday,13,Part Three,WESTERN AVE
I162046802,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South End,103,N,2016-06-13 16:56:14,2016,6,Monday,16,Part Three,CLARENDON ST
I172077624,1402,Vandalism,VANDALISM,South End,625,N,2017-09-16 15:00:00,2017,9,Saturday,15,Part Two,QUEENSBERRY ST
I172107132,2647,Other,THREATS TO DO BODILY HARM,Mattapan,444,N,2017-12-29 13:30:00,2017,12,Friday,13,Part Two,ESMOND ST
I172043695,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,Downtown,76,N,2017-06-02 13:45:00,2017,6,Friday,13,Part Two,CANAL ST
I182006484,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Roxbury,306,N,2018-01-25 09:05:00,2018,1,Thursday,9,Part Two,WASHINGTON ST
I152052206,3201,Property Lost,PROPERTY - LOST,Downtown,121,N,2015-06-24 12:02:06,2015,6,Wednesday,12,Part Three,STUART ST
I162008752,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,East Boston,35,N,2016-02-01 21:55:00,2016,2,Monday,21,Part Three,HAYNES ST
I152059221,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Jamaica Plain,307,Y,2015-07-17 20:04:00,2015,7,Friday,20,Part One,COLUMBUS AVE
I162019285,3301,Verbal Disputes,VERBAL DISPUTE,Dorchester,364,N,2016-03-12 08:35:00,2016,3,Saturday,8,Part Three,CENTRE ST
I182045425,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Charlestown,43,N,2018-06-11 23:48:00,2018,6,Monday,23,Part One,OLD IRONSIDES WAY
I162040804,3410,Towed,TOWED MOTOR VEHICLE,South End,145,N,2016-05-25 08:05:00,2016,5,Wednesday,8,Part Three,DURHAM ST
I172038591,3115,Investigate Person,INVESTIGATE PERSON,South Boston,216,N,2017-05-16 18:52:00,2017,5,Tuesday,18,Part Three,LORING ST
I162034772,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,South End,273,N,2016-05-05 00:04:00,2016,5,Thursday,0,Part Two,WASHINGTON ST
I152098647,560,Other Burglary,BURGLARY - OTHER - FORCE,Roxbury,613,N,2015-11-29 06:58:00,2015,11,Sunday,6,Part One,PILGRIM RD
I172010391,2647,Other,THREATS TO DO BODILY HARM,Jamaica Plain,916,N,2017-02-08 05:47:00,2017,2,Wednesday,5,Part Two,BICKFORD ST
I172014595,3125,Warrant Arrests,WARRANT ARREST,Roxbury,288,Y,2017-02-22 20:50:00,2017,2,Wednesday,20,Part Three,MARVIN ST
I152064419,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,South Boston,914,N,2015-08-04 16:55:00,2015,8,Tuesday,16,Part Three,GENERAL LAWRENCE J LOGAN 
I172009317,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,West Roxbury,705,N,2017-02-03 15:10:00,2017,2,Friday,15,Part One,COWING ST
I162037461,2629,Harassment,HARASSMENT,South Boston,210,N,2016-05-13 20:00:00,2016,5,Friday,20,Part Two,D ST
I182060849,3502,Missing Person Located,MISSING PERSON - LOCATED,Brighton,795,N,2018-08-01 16:50:00,2018,8,Wednesday,16,Part Three,BRIGHTON AVE
I162065747,3410,Towed,TOWED MOTOR VEHICLE,Downtown,70,N,2016-08-15 08:17:00,2016,8,Monday,8,Part Three,MOUNT VERNON ST
I182012068,3410,Towed,TOWED MOTOR VEHICLE,South Boston,214,N,2018-02-15 10:32:00,2018,2,Thursday,10,Part Three,F ST
I172072010,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Jamaica Plain,571,N,2017-08-31 07:42:00,2017,8,Thursday,7,Part One,MONTEBELLO RD
I162041321,3301,Verbal Disputes,VERBAL DISPUTE,Dorchester,254,N,2016-05-26 16:59:00,2016,5,Thursday,16,Part Three,AUCKLAND ST
I162009292,3115,Investigate Person,INVESTIGATE PERSON,South End,283,N,2016-02-03 19:25:00,2016,2,Wednesday,19,Part Three,HUNTINGTON AVE
I152081660,619,Larceny,LARCENY ALL OTHERS,West Roxbury,558,N,2015-09-30 00:00:00,2015,9,Wednesday,0,Part One,HAWTHORNE ST
I172088258,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,Downtown,122,N,2017-10-21 00:15:00,2017,10,Saturday,0,Part Two,TREMONT ST
I172105745,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",Dorchester,385,Y,2017-12-23 03:13:00,2017,12,Saturday,3,Part One,HILL TOP ST
I162100546,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),East Boston,7,N,2016-12-09 18:25:00,2016,12,Friday,18,Other,ASHLEY ST
I162078402,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,South End,133,Y,2016-09-25 02:08:00,2016,9,Sunday,2,Part One,CLARENDON ST
I172014731,1107,Fraud,FRAUD - IMPERSONATION,South Boston,233,N,2017-02-06 12:00:00,2017,2,Monday,12,Part Two,E EIGHTH ST
I152090174,617,Larceny,LARCENY THEFT FROM BUILDING,Downtown,94,N,2015-10-31 00:00:00,2015,10,Saturday,0,Part One,CHATHAM ST
I172071021,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Dorchester,335,N,2017-08-27 21:02:00,2017,8,Sunday,21,Part Two,BOWDOIN ST
I182051434,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Roxbury,330,N,2018-06-30 18:27:00,2018,6,Saturday,18,Part Two,NORMANDY ST
I172085274,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Downtown,123,N,2017-10-12 17:01:00,2017,10,Thursday,17,Part Two,HARRISON AVE
I162092724,2629,Harassment,HARASSMENT,Mattapan,908,N,2016-11-12 14:33:00,2016,11,Saturday,14,Part Two,SHANDON RD
I182049811,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",South End, ,N,2018-06-25 18:00:00,2018,6,Monday,18,Part Two,HARRISON AVE
I182036974,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,Downtown,111,N,2018-05-15 17:26:00,2018,5,Tuesday,17,Part Two,MASON ST
I182070600,3114,Investigate Property,INVESTIGATE PROPERTY,Roxbury,319,N,2018-09-02 16:45:00,2018,9,Sunday,16,Part Three,BLUE HILL AVE
I152059513,3114,Investigate Property,INVESTIGATE PROPERTY,West Roxbury,561,N,2015-07-18 20:42:00,2015,7,Saturday,20,Part Three,ROWE ST
I162000949,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,Dorchester,340,N,2016-01-04 12:37:00,2016,1,Monday,12,Part Three,FOX ST
I152061602,617,Larceny,LARCENY THEFT FROM BUILDING,East Boston,19,N,2015-07-25 18:15:00,2015,7,Saturday,18,Part One,SARATOGA ST
I152075684,2905,Violations,VAL - OPERATING WITHOUT LICENSE,East Boston,26,N,2015-09-12 01:54:00,2015,9,Saturday,1,Part Two,LIVERPOOL ST
I172003068,361,Robbery,ROBBERY - OTHER,South End,165,N,2017-01-12 10:48:00,2017,1,Thursday,10,Part One,HARRISON AVE
I172079854,3301,Verbal Disputes,VERBAL DISPUTE,Roxbury,261,N,2017-09-25 10:19:00,2017,9,Monday,10,Part Three,W COTTAGE ST
I172036977,1402,Vandalism,VANDALISM,Downtown,84,N,2017-05-04 12:00:00,2017,5,Thursday,12,Part Two,TILESTON ST
I152061055,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Jamaica Plain,578,Y,2015-07-24 01:03:00,2015,7,Friday,1,Part One,CHESTNUT AVE
I182024661,3001,Medical Assistance,DEATH INVESTIGATION,East Boston,11,N,2018-04-03 04:45:00,2018,4,Tuesday,4,Part Three,WILLIAM F MCCLELLAN HWY
I162026738,3114,Investigate Property,INVESTIGATE PROPERTY,Mattapan,459,N,2016-04-06 23:30:00,2016,4,Wednesday,23,Part Three,HEWINS ST
I182006917,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Mattapan,437,N,2018-01-26 19:00:00,2018,1,Friday,19,Part Two,FERNDALE ST
I162053206,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,308,Y,2016-07-05 00:27:00,2016,7,Tuesday,0,Part One,BOWER ST
I172064277,301,Robbery,ROBBERY - STREET,Roxbury,312,N,2017-08-06 15:50:00,2017,8,Sunday,15,Part One,HUMBOLDT AVE
I162001575,423,Aggravated Assault,ASSAULT - AGGRAVATED,Mattapan,409,N,2016-01-06 17:29:00,2016,1,Wednesday,17,Part One,RIVER ST
I152077940,2647,Other,THREATS TO DO BODILY HARM,South End,171,N,2015-09-19 10:36:00,2015,9,Saturday,10,Part Two,MASSACHUSETTS AVE
I182012213,619,Larceny,LARCENY ALL OTHERS,Downtown,121,N,2018-02-10 01:45:00,2018,2,Saturday,1,Part One,TREMONT ST
I182047370,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Dorchester,336,N,2018-06-18 00:00:00,2018,6,Monday,0,Part Three,CLARKSON ST
I162067982,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,Dorchester,949,N,2016-08-22 09:26:00,2016,8,Monday,9,Part Two,BOWDOIN ST
I162088456,2405,Disorderly Conduct,DISORDERLY CONDUCT,Downtown,109,N,2016-10-29 01:24:00,2016,10,Saturday,1,Part Two,HIGH ST
I172072159,1001,Counterfeiting,FORGERY / COUNTERFEITING,Mattapan,437,N,2017-08-25 13:50:00,2017,8,Friday,13,Part Two,TALBOT AVE
I182055198,1845,Drug Violation,DRUGS - POSS CLASS D,Jamaica Plain,304,Y,2018-07-13 14:01:00,2018,7,Friday,14,Part Two,WASHINGTON ST
I172059248,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South Boston,211,N,2017-07-21 18:08:00,2017,7,Friday,18,Part Three,E ST
